property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
108625,710,Seats - Outdoor,Melbourne (Remainder),Cafe Rosco,144.9762096,-37.836275,Cafes and Restaurants
106231,247,Seats - Outdoor,Carlton,Piccolo Mondo,144.9672464,-37.80158026,Cafes and Restaurants
103290,261,Seats - Indoor,Carlton,Lien Lien Cafe,144.9597587,-37.80579439,Cafes and Restaurants
103227,104,Seats - Indoor,Melbourne (CBD),Little Coconut,144.9601146,-37.8087318,Cafes and Restaurants
108847,1101,Seats - Outdoor,Docklands,Code 3,144.9509981,-37.81379938,Cafes and Restaurants
108620,710,Seats - Outdoor,Melbourne (Remainder),@Rice Cafe & Bar,144.9757194,-37.83548357,Cafes and Restaurants
105746,85,Seats - Outdoor,Melbourne (CBD),Lord Of The Fries Melbourne Central,144.9630189,-37.81073331,Takeaway Food Services
573414,1108,Seats - Indoor,Docklands,Tataki Noodles & Dumplings,144.9451224,-37.81888389,Cafes and Restaurants
106217,218,Seats - Indoor,Carlton,Minzaman Lebanese Restaurant,144.9673338,-37.80013942,Cafes and Restaurants
108866,430,Seats - Indoor,West Melbourne (Residential),Junie Moon's,144.9485541,-37.80875296,Cafes and Restaurants
103492,370,Seats - Indoor,North Melbourne,Mork Chocolate,144.9501892,-37.80154511,Cafes and Restaurants
525992,257,Seats - Indoor,Carlton,Briscola,144.9613352,-37.80242146,Cafes and Restaurants
107557,247,Seats - Indoor,Carlton,Assembly Store,144.9672927,-37.80262373,Takeaway Food Services
110095,42,Seats - Indoor,Melbourne (CBD),Goz City,144.9578132,-37.81636534,Takeaway Food Services
561680,81,Seats - Indoor,Melbourne (CBD),Cafe 555,144.9528962,-37.81327283,Cafes and Restaurants
108983,48,Seats - Indoor,Melbourne (CBD),Windsor Hotel,144.9729245,-37.81199351,Accommodation
103380,547,Seats - Outdoor,Kensington,Local Folk Cafe,144.9256097,-37.79223674,Cafes and Restaurants
102117,32,Seats - Indoor,Melbourne (CBD),Kantina Kartel,144.9574732,-37.81753383,Cafes and Restaurants
103964,25,Seats - Indoor,Melbourne (CBD),Kuaizi Bar,144.9662007,-37.81642646,Cafes and Restaurants
109418,26,Seats - Indoor,Melbourne (CBD),Starbucks,144.9674304,-37.81584777,Cafes and Restaurants
105675,67,Seats - Indoor,Melbourne (CBD),Seamstress,144.9690111,-37.81056538,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Hungry Jack's,144.9630189,-37.81073331,Takeaway Food Services
611366,1108,Seats - Indoor,Docklands,Caffe Bambino,144.9446836,-37.81993681,Cafes and Restaurants
105961,45,Seats - Indoor,Melbourne (CBD),Gordons Cafe & Bar,144.9643486,-37.81473293,Cafes and Restaurants
104014,15,Seats - Outdoor,Melbourne (CBD),Kim Sing Chinese Restaurant,144.9665517,-37.81724878,Cafes and Restaurants
104588,326,Seats - Indoor,North Melbourne,Pioneer Pizza A,144.9466965,-37.79823272,Takeaway Food Services
105680,67,Seats - Outdoor,Melbourne (CBD),Thailander,144.96826,-37.81079362,Cafes and Restaurants
108443,432,Seats - Outdoor,West Melbourne (Residential),8 Beans Cafe,144.9525725,-37.80739774,Takeaway Food Services
110606,753,Seats - Indoor,Southbank,La Camera,144.9662623,-37.82066923,Cafes and Restaurants
103592,17,Seats - Indoor,Melbourne (CBD),The Fair Trader Cafe,144.9717262,-37.81546152,Cafes and Restaurants
102116,32,Seats - Indoor,Melbourne (CBD),Feast @ 520,144.9572629,-37.81780327,Cafes and Restaurants
104085,104,Seats - Indoor,Melbourne (CBD),Cafe Bakpak,144.9591538,-37.80895967,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),TGI Fridays Restarant & Bar,144.9630189,-37.81073331,Cafes and Restaurants
102092,24,Seats - Outdoor,Melbourne (CBD),Klatch,144.9624418,-37.81728432,Cafes and Restaurants
110642,784,Seats - Outdoor,Port Melbourne,Portside Deli,144.9187862,-37.82221049,Cafes and Restaurants
106232,247,Seats - Indoor,Carlton,Spaghettata Restaurant,144.9672365,-37.80162591,Cafes and Restaurants
105698,65,Seats - Indoor,Melbourne (CBD),The Tea Salon,144.9638386,-37.81245199,Cafes and Restaurants
105900,68,Seats - Indoor,Melbourne (CBD),Longrain Melbourne,144.971183,-37.81058999,Cafes and Restaurants
105473,93,Seats - Outdoor,Melbourne (CBD),Cafenatics,144.957114,-37.81123723,Cafes and Restaurants
616043,2524,Seats - Outdoor,Kensington,White Rabbit Record Bar,144.9299348,-37.7936563,Cafes and Restaurants
101116,48,Seats - Indoor,Melbourne (CBD),Tuscan Bar Melbourne,144.9710404,-37.81217956,Cafes and Restaurants
108583,67,Seats - Indoor,Melbourne (CBD),Crystal Jade Restaurant,144.9678632,-37.81158809,Cafes and Restaurants
109384,265,Seats - Indoor,Carlton,The Big Mama,144.96333,-37.8060084,Cafes and Restaurants
605909,1105,Seats - Outdoor,Docklands,Chiara,144.9511863,-37.82096812,Cafes and Restaurants
101788,25,Seats - Indoor,Melbourne (CBD),Cafe Vicolino,144.9654744,-37.81664468,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Chatime (Lvl 1),144.9630189,-37.81073331,Takeaway Food Services
110762,24,Seats - Indoor,Melbourne (CBD),Cafe On Collins,144.9638231,-37.81662708,Cafes and Restaurants
103938,16,Seats - Indoor,Melbourne (CBD),The Adelphi Hotel,144.9683751,-37.81635789,Accommodation
107550,240,Seats - Outdoor,Carlton,Bar Commercio,144.9588203,-37.80155731,Cafes and Restaurants
105706,64,Seats - Indoor,Melbourne (CBD),Kalamaki Greek Street Food,144.9610121,-37.81288006,Cafes and Restaurants
105830,58,Seats - Indoor,Melbourne (CBD),Punch Lane Wine Bar/Restaurant,144.971363,-37.81092017,Cafes and Restaurants
102198,67,Seats - Indoor,Melbourne (CBD),Fukuryu Ramen,144.9683249,-37.8109979,Cafes and Restaurants
101187,54,Seats - Indoor,Melbourne (CBD),Le Petite Creperie,144.9617562,-37.81416355,Cafes and Restaurants
101202,56,Seats - Indoor,Melbourne (CBD),China Chilli,144.9668768,-37.81259409,Cafes and Restaurants
102091,24,Seats - Indoor,Melbourne (CBD),Vapiano,144.9627888,-37.81722704,Cafes and Restaurants
102111,31,Seats - Indoor,Melbourne (CBD),J T's Fine Catering,144.9545688,-37.81861166,Cafes and Restaurants
609314,1102,Seats - Indoor,Docklands,Cafe 198,144.9449612,-37.81396231,Cafes and Restaurants
103952,14,Seats - Indoor,Melbourne (CBD),Bluestone Restaurant / Bluestone Downstairs,144.9628549,-37.81789895,Cafes and Restaurants
102063,28,Seats - Outdoor,Melbourne (CBD),Nashi,144.9726281,-37.81430616,Takeaway Food Services
108985,58,Seats - Outdoor,Melbourne (CBD),City Wine Shop ,144.9724651,-37.81099169,Cafes and Restaurants
103618,78,Seats - Outdoor,Melbourne (CBD),Coopers Inn,144.9699756,-37.80941489,"Pubs, Taverns and Bars"
101789,25,Seats - Indoor,Melbourne (CBD),The Soup Place,144.9655966,-37.8166033,Takeaway Food Services
105325,91,Seats - Indoor,West Melbourne (Residential),Teh Dispensa,144.9532514,-37.81166257,Cafes and Restaurants
106023,72,Seats - Indoor,Melbourne (CBD),Mapo Grill & Bar ,144.9555653,-37.81329521,Cafes and Restaurants
103033,513,Seats - Indoor,Kensington,Taco Bill,144.9315233,-37.79484451,Cafes and Restaurants
105672,68,Seats - Indoor,Melbourne (CBD),Healthy Nibbles Cafe,144.9707149,-37.81005686,Cafes and Restaurants
107548,239,Seats - Outdoor,Carlton,Books N Bites Cafe,144.9583287,-37.80169537,Cafes and Restaurants
105524,257,Seats - Indoor,Carlton,Stovetop,144.9608587,-37.8037076,Cafes and Restaurants
579362,773,Seats - Indoor,Docklands,Al-Khaleej Restaurant,144.9435506,-37.82438863,Cafes and Restaurants
105960,45,Seats - Outdoor,Melbourne (CBD),Gourmet Curry Hut,144.9640121,-37.81488174,Cafes and Restaurants
110146,43,Seats - Indoor,Melbourne (CBD),Cocoa Bean Cafe,144.9589392,-37.81595642,Cafes and Restaurants
108973,1101,Seats - Indoor,Docklands,Red Rooster 2,144.9523393,-37.81815358,Takeaway Food Services
101226,58,Seats - Outdoor,Melbourne (CBD),Bottega Restaurant,144.9710074,-37.81168307,Cafes and Restaurants
579363,773,Seats - Indoor,Docklands,Pizze Societe,144.9412743,-37.82354216,Takeaway Food Services
103228,104,Seats - Outdoor,Melbourne (CBD),Coconut House,144.9602158,-37.80856366,Cafes and Restaurants
103426,346,Seats - Outdoor,North Melbourne,Auction Rooms,144.9494609,-37.8024571,Cafes and Restaurants
102105,21,Seats - Outdoor,Melbourne (CBD),Filter by Small Batch,144.9563619,-37.81880407,Cafes and Restaurants
604119,1108,Seats - Outdoor,Docklands,VinTam's Bakery,144.9429888,-37.81938143,Cafes and Restaurants
105308,61,Seats - Indoor,Melbourne (CBD),Bar Humbug,144.9549691,-37.81538904,"Pubs, Taverns and Bars"
102091,24,Seats - Indoor,Melbourne (CBD),Little Bean Bambini,144.9627888,-37.81722704,Takeaway Food Services
108871,427,Seats - Outdoor,West Melbourne (Residential),Embassy Cafe,144.9477871,-37.80811106,Cafes and Restaurants
109284,55,Seats - Indoor,Melbourne (CBD),Soul Cafe,144.9649993,-37.81309229,Cafes and Restaurants
103920,17,Seats - Indoor,Melbourne (CBD),Swiss Club Restaurant,144.9713925,-37.81542975,Cafes and Restaurants
109286,55,Seats - Indoor,Melbourne (CBD),Yoyogi Japanese Cafe,144.9650158,-37.81284647,Cafes and Restaurants
101255,242,Seats - Outdoor,Carlton,The Graduate Union of the University of Melbourne,144.961518,-37.80117842,Accommodation
102178,870,Seats - Outdoor,Melbourne (Remainder),Alf's Cafe,144.982664,-37.84633593,Cafes and Restaurants
107427,931,Seats - Indoor,Parkville,State Netball & Hockey Centre Cafe,144.947632,-37.78541878,Cafes and Restaurants
103980,1112,Seats - Indoor,Docklands,Sea on Quay,144.9525486,-37.82290352,Cafes and Restaurants
622439,1108,Seats - Indoor,Docklands,O-Bento,144.9450469,-37.82100111,Cafes and Restaurants
626609,790,Seats - Indoor,Port Melbourne,The Wharf Bakehouse,144.9095599,-37.82673488,Bakery Product Manufacturing (Non-factory based)
602997,47,Seats - Indoor,Melbourne (CBD),In a Rush,144.9701092,-37.81281453,Cafes and Restaurants
105305,51,Seats - Indoor,Melbourne (CBD),Hanabishi Japanese Restaurant,144.9551249,-37.81579101,Cafes and Restaurants
101237,58,Seats - Outdoor,Melbourne (CBD),Sushi Masa,144.9725554,-37.8112354,Cafes and Restaurants
106101,246,Seats - Outdoor,Carlton,Stuzzichino,144.9664569,-37.80171819,Cafes and Restaurants
105760,77,Seats - Indoor,Melbourne (CBD),Pomodoro Cafe & Pizzeria,144.9681718,-37.8099428,Cafes and Restaurants
101141,45,Seats - Outdoor,Melbourne (CBD),Sensory Lab,144.9648958,-37.81436987,Cafes and Restaurants
109258,15,Seats - Indoor,Melbourne (CBD),McDonalds,144.9669316,-37.81723918,Cafes and Restaurants
110688,113,Seats - Indoor,Melbourne (CBD),Drums Cafe,144.9572395,-37.80745984,Takeaway Food Services
101127,46,Seats - Indoor,Melbourne (CBD),Simpsons Chips & Burgers,144.9679684,-37.81310923,Takeaway Food Services
103206,74,Seats - Indoor,Melbourne (CBD),Pepper Lunch,144.9615613,-37.81146864,Cafes and Restaurants
589841,76,Seats - Indoor,Melbourne (CBD),Sushi Sushi ,144.9657034,-37.810658,Cafes and Restaurants
581508,245,Seats - Indoor,Carlton,Norsiah's Kitchen,144.9643119,-37.80188571,Cafes and Restaurants
108536,46,Seats - Outdoor,Melbourne (CBD),Portland Hotel,144.9681892,-37.81367486,"Pubs, Taverns and Bars"
105672,68,Seats - Indoor,Melbourne (CBD),Bad Boys,144.9707149,-37.81005686,Cafes and Restaurants
103184,54,Seats - Indoor,Melbourne (CBD),Tropicana Juice Bar,144.962548,-37.81354034,Cafes and Restaurants
106917,644,Seats - Outdoor,East Melbourne,Aromatic Cafe,144.9735223,-37.80899046,Cafes and Restaurants
614821,2523,Seats - Indoor,Kensington,Crust Gourmet Pizza Bar Kensington,144.9284337,-37.79401627,Takeaway Food Services
101142,45,Seats - Indoor,Melbourne (CBD),Cultured Salad,144.9645323,-37.81445406,Cafes and Restaurants
105741,74,Seats - Outdoor,Melbourne (CBD),Degani Bakery Cafe,144.9611344,-37.81200936,Cafes and Restaurants
105936,33,Seats - Outdoor,Melbourne (CBD),Dikstein's Corner Bar,144.9603413,-37.81631094,Cafes and Restaurants
106023,72,Seats - Indoor,Melbourne (CBD),Barista & Associates,144.9555653,-37.81329521,Cafes and Restaurants
108548,66,Seats - Indoor,Melbourne (CBD),Aunty Frankles,144.9672984,-37.81169847,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Naughty Nuri's Warung and Grill ,144.9630189,-37.81073331,Cafes and Restaurants
110606,753,Seats - Outdoor,Southbank,Waterfront (Southgate),144.9662623,-37.82066923,Cafes and Restaurants
101106,48,Seats - Outdoor,Melbourne (CBD),Society Cafe,144.9723947,-37.81181007,Cafes and Restaurants
525991,257,Seats - Outdoor,Carlton,Briscola Espresso,144.9612607,-37.80241321,Cafes and Restaurants
103270,260,Seats - Indoor,Carlton,Old Hankau,144.9585194,-37.80307841,Cafes and Restaurants
106100,246,Seats - Indoor,Carlton,Kokoblack,144.966446,-37.80178513,Cafes and Restaurants
560001,1109,Seats - Indoor,Docklands,Oscar's Table,144.9412614,-37.81460533,Cafes and Restaurants
104021,17,Seats - Outdoor,Melbourne (CBD),The Duke,144.9700863,-37.81640747,"Pubs, Taverns and Bars"
102103,22,Seats - Indoor,Melbourne (CBD),Alluvial Restaurant,144.9581185,-37.81853877,Cafes and Restaurants
606638,96,Seats - Outdoor,Melbourne (CBD),Pearson and Murph'y Cafe,144.9645504,-37.80818365,Cafes and Restaurants
602733,786,Seats - Indoor,Port Melbourne,Degani Bakery Cafe,144.920988,-37.82600955,Cafes and Restaurants
559405,11,Seats - Indoor,Melbourne (CBD),Rex Tremendae,144.9558379,-37.82001952,Takeaway Food Services
107430,651,Seats - Outdoor,East Melbourne,The Commune ,144.9757456,-37.81162322,Cafes and Restaurants
101176,53,Seats - Indoor,Melbourne (CBD),Movida Aqui,144.9587607,-37.81494883,Cafes and Restaurants
109388,86,Seats - Outdoor,Melbourne (CBD),Mr Tulk Cafe,144.965306,-37.80976881,Cafes and Restaurants
103302,105,Seats - Indoor,Melbourne (CBD),The Garden Cafe,144.961007,-37.80862891,Cafes and Restaurants
109660,646,Seats - Indoor,East Melbourne,Basement Espresso,144.9778946,-37.80895362,Cafes and Restaurants
101234,58,Seats - Indoor,Melbourne (CBD),Green Pepper Indian Restaurant ,144.9723627,-37.811289,Cafes and Restaurants
597186,44,Seats - Indoor,Melbourne (CBD),Oli & Levi,144.9629442,-37.81491502,Cafes and Restaurants
102096,23,Seats - Outdoor,Melbourne (CBD),Bluebag,144.9611131,-37.81745676,Cafes and Restaurants
108068,43,Seats - Outdoor,Melbourne (CBD),Lanai Restaurant & Bar,144.9606367,-37.81581152,Cafes and Restaurants
105857,61,Seats - Indoor,Melbourne (CBD),Hotel Ibis Little Bourke Street ,144.9545715,-37.815375,Accommodation
614000,659,Seats - Outdoor,Melbourne (Remainder),Delaware North Companies Australia Pty Ltd,144.9803771,-37.82181585,Cafes and Restaurants
105960,45,Seats - Indoor,Melbourne (CBD),Chokolait,144.9640121,-37.81488174,Cafes and Restaurants
105458,82,Seats - Outdoor,Melbourne (CBD),Xtraction ,144.9558855,-37.81244731,Cafes and Restaurants
103234,114,Seats - Outdoor,Melbourne (CBD),Jasper Kitchen ,144.9596331,-37.80750344,Cafes and Restaurants
101113,48,Seats - Indoor,Melbourne (CBD),Spaghetti Tree ,144.9715659,-37.81212537,Cafes and Restaurants
108067,33,Seats - Indoor,Melbourne (CBD),Chaise Lounge,144.9608476,-37.81614776,"Pubs, Taverns and Bars"
599505,1103,Seats - Indoor,Docklands,Favoloso,144.947217,-37.81817241,Cafes and Restaurants
101209,57,Seats - Indoor,Melbourne (CBD),Passion Flower,144.968248,-37.81251216,Cafes and Restaurants
105698,65,Seats - Indoor,Melbourne (CBD),Toyko Pop,144.9638386,-37.81245199,Cafes and Restaurants
104447,246,Seats - Outdoor,Carlton,Tutto Premium Frozen Yogurt And Dessert ,144.9661325,-37.8011023,Takeaway Food Services
102161,37,Seats - Outdoor,Melbourne (CBD),Mediterranean Deli,144.9707087,-37.81358646,Cafes and Restaurants
104011,15,Seats - Indoor,Melbourne (CBD),Little Cupcakes ,144.9659973,-37.81752037,Bakery Product Manufacturing (Non-factory based)
560001,1109,Seats - Indoor,Docklands,Renzo's Bar Cafe Italiano,144.9412614,-37.81460533,Cafes and Restaurants
103302,105,Seats - Outdoor,Melbourne (CBD),The Garden Cafe,144.961007,-37.80862891,Cafes and Restaurants
105928,35,Seats - Outdoor,Melbourne (CBD),Caffe E Biscotti,144.9642254,-37.81528948,Cafes and Restaurants
103326,15,Seats - Indoor,Melbourne (CBD),Migo's,144.9649678,-37.81719024,Takeaway Food Services
101204,56,Seats - Outdoor,Melbourne (CBD),Red Silks Restaurant & Bar,144.9672768,-37.8124312,Cafes and Restaurants
101202,56,Seats - Indoor,Melbourne (CBD),China Red,144.9668768,-37.81259409,Cafes and Restaurants
103219,104,Seats - Outdoor,Melbourne (CBD),Workshop,144.9605226,-37.80918797,"Pubs, Taverns and Bars"
105929,34,Seats - Indoor,Melbourne (CBD),Twee's Hut Vietnamese Favourites,144.9632938,-37.81554941,Cafes and Restaurants
110091,12,Seats - Outdoor,Melbourne (CBD),S M XL,144.9591876,-37.8192157,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Wood N Chimney,144.9630189,-37.81073331,Cafes and Restaurants
103394,345,Seats - Indoor,North Melbourne,The Hot Poppy,144.9489706,-37.80473152,Cafes and Restaurants
593697,613,Seats - Outdoor,East Melbourne,Grocery Bar East Melbourne,144.9856254,-37.81004657,Cafes and Restaurants
101176,53,Seats - Outdoor,Melbourne (CBD),Movida Aqui,144.9587607,-37.81494883,Cafes and Restaurants
601809,1109,Seats - Indoor,Docklands,Aria Bar & Events,144.9390269,-37.81517782,Cafes and Restaurants
105742,74,Seats - Indoor,Melbourne (CBD),Zam Zam Restaurant ,144.9614561,-37.81220274,Cafes and Restaurants
103172,14,Seats - Outdoor,Melbourne (CBD),The Joint Bar,144.9643316,-37.81741878,"Pubs, Taverns and Bars"
102096,23,Seats - Indoor,Melbourne (CBD),Bluebag,144.9611131,-37.81745676,Cafes and Restaurants
105928,35,Seats - Indoor,Melbourne (CBD),Dinkum Pies,144.9642254,-37.81528948,Cafes and Restaurants
104762,415,Seats - Outdoor,West Melbourne (Residential),Butcher Shop Cafe,144.945578,-37.8080043,Takeaway Food Services
631080,1108,Seats - Outdoor,Docklands,Cafernatics Forte,144.9450661,-37.81970478,Cafes and Restaurants
102723,216,Seats - Indoor,Carlton,The Town Mouse,144.9691211,-37.79853797,Cafes and Restaurants
617402,2392,Seats - Indoor,North Melbourne,Cafe Innov-8,144.9414027,-37.79501722,Cafes and Restaurants
613252,1108,Seats - Indoor,Docklands,Code Black,144.9458305,-37.821044,Cafes and Restaurants
108627,720,Seats - Indoor,Melbourne (Remainder),Famish'd,144.9770428,-37.83774553,Cafes and Restaurants
109825,357,Seats - Indoor,North Melbourne,Melbourne Thai Cafe,144.9547634,-37.80542551,Takeaway Food Services
631646,1102,Seats - Indoor,Docklands,O-Bento,144.9467679,-37.81384049,Cafes and Restaurants
101158,42,Seats - Outdoor,Melbourne (CBD),Piatti,144.9566688,-37.81651427,Cafes and Restaurants
108097,74,Seats - Outdoor,Melbourne (CBD),Red Cliff Chinese Restaurant,144.9599448,-37.81247811,Cafes and Restaurants
106105,246,Seats - Indoor,Carlton,Cafe Cavallino,144.9664967,-37.80144374,Cafes and Restaurants
110843,1101,Seats - Indoor,Docklands,The Coffee Club,144.951187,-37.81501701,Cafes and Restaurants
103943,15,Seats - Outdoor,Melbourne (CBD),RMB Cafe,144.9654844,-37.81710105,Cafes and Restaurants
623574,1108,Seats - Outdoor,Docklands,Avo Pizza,144.9422008,-37.8198287,Takeaway Food Services
105681,67,Seats - Outdoor,Melbourne (CBD),Nishiki Healthy Hut,144.9681529,-37.81081665,Takeaway Food Services
109267,35,Seats - Indoor,Melbourne (CBD),1932 Cafe & Restaurant,144.9661258,-37.81528474,Cafes and Restaurants
109823,357,Seats - Indoor,North Melbourne,Babu Bar Burger with Balls,144.9541341,-37.80544377,Cafes and Restaurants
101143,45,Seats - Indoor,Melbourne (CBD),Causeway Inn On The Mall,144.9641605,-37.8143226,Accommodation
105698,65,Seats - Indoor,Melbourne (CBD),Dainty Sichuan Noodle Express,144.9638386,-37.81245199,Cafes and Restaurants
101202,56,Seats - Indoor,Melbourne (CBD),Shanghai Dynasty Restaurant,144.9668768,-37.81259409,Cafes and Restaurants
109655,621,Seats - Outdoor,East Melbourne,Solah,144.9799791,-37.80919457,Cafes and Restaurants
106042,84,Seats - Indoor,Melbourne (CBD),Cafe Giraffe,144.960506,-37.81151662,Cafes and Restaurants
581508,245,Seats - Outdoor,Carlton,Norsiah's Kitchen,144.9643119,-37.80188571,Cafes and Restaurants
101207,56,Seats - Indoor,Melbourne (CBD),Udon Yasan,144.9676888,-37.81267583,Cafes and Restaurants
612820,52,Seats - Outdoor,Melbourne (CBD),Little Cupcakes,144.9573923,-37.81531863,Takeaway Food Services
562692,114,Seats - Indoor,Melbourne (CBD),Subway,144.9600075,-37.80806541,Takeaway Food Services
106798,724,Seats - Outdoor,Melbourne (Remainder),"Village Melbourne - Garden, Arbor, Bistro & Terrace",144.9814116,-37.84752524,"Pubs, Taverns and Bars"
107955,335,Seats - Indoor,North Melbourne,Beatrix Cafe,144.944463,-37.80227413,Cafes and Restaurants
103102,217,Seats - Indoor,Carlton,The Shaw Davey Slum,144.9687079,-37.79750574,Cafes and Restaurants
110106,72,Seats - Outdoor,Melbourne (CBD),Metropolitan Hotel,144.9565837,-37.81292397,"Pubs, Taverns and Bars"
102172,38,Seats - Indoor,Melbourne (CBD),Egon's Conditorei Cafe and Bakery,144.9732575,-37.81314231,Cafes and Restaurants
111071,18,Seats - Indoor,Melbourne (CBD),The Press Club ,144.9727209,-37.81546181,Cafes and Restaurants
633373,212,Seats - Outdoor,Carlton,Providence Cafe & Eatery,144.9706731,-37.79365073,Cafes and Restaurants
103711,217,Seats - Outdoor,Carlton,The Carlton Wine Room,144.9685856,-37.79858383,Cafes and Restaurants
105953,43,Seats - Outdoor,Melbourne (CBD),Cafe Vue,144.9601101,-37.81596878,Cafes and Restaurants
611394,1,Seats - Indoor,Melbourne (CBD),Food Sutra,144.9565185,-37.82099397,Cafes and Restaurants
108856,441,Seats - Indoor,West Melbourne (Residential),Hotel Spencer Bar & Dining Room,144.9492503,-37.80956913,"Pubs, Taverns and Bars"
110669,34,Seats - Outdoor,Melbourne (CBD),Sushi Hut,144.9629844,-37.81570426,Takeaway Food Services
103395,345,Seats - Outdoor,North Melbourne,Salt Seafood and Burger Bar,144.9490316,-37.80470159,Takeaway Food Services
101172,52,Seats - Indoor,Melbourne (CBD),Nando's - Bourke Place,144.9561073,-37.81571393,Cafes and Restaurants
625840,47,Seats - Outdoor,Melbourne (CBD),Crisp Creative Salad,144.9701092,-37.81281453,Cafes and Restaurants
109268,35,Seats - Indoor,Melbourne (CBD),Chocolate Arcade,144.9657774,-37.81507697,Cafes and Restaurants
101113,48,Seats - Indoor,Melbourne (CBD),Madam Brussels ,144.9715659,-37.81212537,"Pubs, Taverns and Bars"
109830,360,Seats - Indoor,North Melbourne,La Porchetta,144.9563791,-37.80569684,Cafes and Restaurants
103608,77,Seats - Indoor,Melbourne (CBD),Trunk,144.9689066,-37.80938323,Cafes and Restaurants
105698,65,Seats - Indoor,Melbourne (CBD),Earl Canteen,144.9638386,-37.81245199,Takeaway Food Services
105672,68,Seats - Indoor,Melbourne (CBD),Kenny's Bakery Cafe,144.9707149,-37.81005686,Cafes and Restaurants
602997,47,Seats - Indoor,Melbourne (CBD),ESX Cafe,144.9701092,-37.81281453,Cafes and Restaurants
104011,15,Seats - Outdoor,Melbourne (CBD),II Tempo Bar,144.9659973,-37.81752037,Cafes and Restaurants
106154,207,Seats - Outdoor,Carlton,Intersection Cafe,144.9672287,-37.79734681,Cafes and Restaurants
105917,36,Seats - Indoor,Melbourne (CBD),The Victoria Hotel Melbourne,144.9670943,-37.81447237,Accommodation
101172,52,Seats - Indoor,Melbourne (CBD),Sixpence Cafe,144.9561073,-37.81571393,Cafes and Restaurants
110010,607,Seats - Outdoor,East Melbourne,Hard Pressed,144.987555,-37.81637751,Cafes and Restaurants
102109,31,Seats - Indoor,Melbourne (CBD),Gloria Jean's Coffees,144.9543505,-37.81867544,Cafes and Restaurants
103620,68,Seats - Indoor,Melbourne (CBD),I Bean Cafe,144.9704962,-37.81055707,Takeaway Food Services
103327,15,Seats - Indoor,Melbourne (CBD),Om Vegetarian,144.9648816,-37.81729894,Cafes and Restaurants
108581,67,Seats - Outdoor,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,144.9676444,-37.81098272,Cafes and Restaurants
104014,15,Seats - Outdoor,Melbourne (CBD),Alice Nevins,144.9665517,-37.81724878,Cafes and Restaurants
102079,25,Seats - Indoor,Melbourne (CBD),Waffee,144.9663304,-37.81584476,Takeaway Food Services
110765,24,Seats - Outdoor,Melbourne (CBD),Cafe Bar Mile,144.9638971,-37.81719967,Cafes and Restaurants
566659,51,Seats - Outdoor,Melbourne (CBD),Itoya ,144.9532987,-37.81625435,Takeaway Food Services
110843,1101,Seats - Indoor,Docklands,Subway,144.951187,-37.81501701,Takeaway Food Services
104661,74,Seats - Indoor,Melbourne (CBD),Sea Pier,144.9603936,-37.81210735,Takeaway Food Services
110535,785,Seats - Outdoor,Port Melbourne,Ocean View Cafe Port Melbourne,144.9052161,-37.82483593,Cafes and Restaurants
111175,803,Seats - Outdoor,Southbank,Cervo ,144.9586604,-37.82312164,Cafes and Restaurants
108646,724,Seats - Indoor,Melbourne (Remainder),Burger Edge,144.9798191,-37.8455379,Takeaway Food Services
101200,56,Seats - Indoor,Melbourne (CBD),Grand BBQ,144.9662952,-37.81272047,Cafes and Restaurants
105384,62,Seats - Outdoor,Melbourne (CBD),Great Western Hotel,144.9554836,-37.81521196,"Pubs, Taverns and Bars"
664626,270,Seats - Outdoor,Parkville,Lab 39,144.9612468,-37.79739836,Cafes and Restaurants
106560,48,Seats - Indoor,Melbourne (CBD),Lily Blacks,144.972451,-37.81221617,Cafes and Restaurants
613252,1108,Seats - Outdoor,Docklands,Feeling Fruity Docklands,144.9458305,-37.821044,Takeaway Food Services
105953,43,Seats - Indoor,Melbourne (CBD),Cafe Vue,144.9601101,-37.81596878,Cafes and Restaurants
105741,74,Seats - Indoor,Melbourne (CBD),Woochon,144.9611344,-37.81200936,Cafes and Restaurants
111467,2,Seats - Outdoor,Melbourne (CBD),Sea Life Melbourne Aquarium,144.9589895,-37.8204728,Zoological and Botanical Gardens Operation
110988,804,Seats - Outdoor,Southbank,Munich Brau Haus,144.9503336,-37.82409303,"Pubs, Taverns and Bars"
109322,264,Seats - Indoor,Carlton,Queensberry Hotel,144.9629068,-37.80475348,"Pubs, Taverns and Bars"
598658,1104,Seats - Indoor,Docklands,Supermax Eatery,144.9479753,-37.81925128,Cafes and Restaurants
579363,773,Seats - Outdoor,Docklands,Pizze Societe,144.9412743,-37.82354216,Takeaway Food Services
102067,27,Seats - Indoor,Melbourne (CBD),Barista 101,144.9707498,-37.81492031,Cafes and Restaurants
108228,226,Seats - Outdoor,Carlton,Osc&r On Rathdowne ,144.9711917,-37.79514419,Cafes and Restaurants
