,property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
967,107902,356,Indoor,North Melbourne,Grigons & Orr Corner Store ,144.952777,-37.80357227,Cafes and Restaurants
968,105922,35,Outdoor,Melbourne (CBD),San Paolo Solarino,144.9653693,-37.81490375,Cafes and Restaurants
969,106110,246,Outdoor,Carlton,Borsari Ristorante,144.9666725,-37.80089707,Cafes and Restaurants
970,102109,31,Indoor,Melbourne (CBD),Purple Peanuts Japanese Cafe,144.9543505,-37.81867544,Cafes and Restaurants
971,102109,31,Indoor,Melbourne (CBD),Bakers Central,144.9543505,-37.81867544,Cafes and Restaurants
973,105725,72,Outdoor,Melbourne (CBD),Le Traiteur,144.9558779,-37.81385045,Cafes and Restaurants
974,107987,346,Outdoor,North Melbourne,Bela Bistro,144.9487134,-37.80271962,Cafes and Restaurants
976,578096,1105,Outdoor,Docklands,Grain 717,144.9502584,-37.81864992,Cafes and Restaurants
977,578981,93,Outdoor,Melbourne (CBD),Operator 25,144.9571621,-37.81071591,Cafes and Restaurants
979,106017,74,Indoor,Melbourne (CBD),Gypsy & Pig,144.9603411,-37.81187439,Cafes and Restaurants
980,106438,13,Indoor,Melbourne (CBD),KCL (Koury's Coffee Lounge) ,144.9611339,-37.81848796,Cafes and Restaurants
982,105840,55,Indoor,Melbourne (CBD),The Louden Kitchen & Grill,144.9646469,-37.81288667,Cafes and Restaurants
983,604778,115,Indoor,Melbourne (CBD),No 1 Delicious BBQ,144.9620907,-37.80728963,Cafes and Restaurants
984,103176,34,Indoor,Melbourne (CBD),Sacred Alley Espresso Bar,144.9634979,-37.81592157,Cafes and Restaurants
985,109418,26,Outdoor,Melbourne (CBD),Lobby Lounge,144.9674304,-37.81584777,Cafes and Restaurants
987,103704,217,Outdoor,Carlton,Yo-Chi,144.9680207,-37.79844782,Cafes and Restaurants
988,108050,808,Indoor,Southbank,Enlightened Cuisine,144.9607407,-37.82491492,Cafes and Restaurants
989,110665,22,Indoor,Melbourne (CBD),Billy Green's,144.9589237,-37.81817724,Cafes and Restaurants
990,110008,607,Indoor,East Melbourne,Geppetto Trattoria,144.9874273,-37.81636296,Cafes and Restaurants
992,599505,1103,Outdoor,Docklands,Espresso Alto ,144.947217,-37.81817241,Cafes and Restaurants
993,110327,801,Indoor,Southbank,Othello Greek Restaurant,144.9638287,-37.82082512,Cafes and Restaurants
994,102148,36,Outdoor,Melbourne (CBD),Bistrot D'Orsay,144.9672778,-37.81485585,Cafes and Restaurants
995,110091,12,Indoor,Melbourne (CBD),S M XL,144.9591876,-37.8192157,Cafes and Restaurants
996,105746,85,Outdoor,Melbourne (CBD),Max Brenner-Chocolate Bar,144.9630189,-37.81073331,Cafes and Restaurants
997,603923,78,Indoor,Melbourne (CBD),Babbo,144.9707325,-37.8091842,Cafes and Restaurants
998,108026,256,Outdoor,Carlton,The Queensberry Pour House,144.9620274,-37.80421363,Cafes and Restaurants
999,105439,87,Indoor,Melbourne (CBD),Global Kitchen,144.9684259,-37.80864972,Cafes and Restaurants
1002,632510,1108,Indoor,Docklands,Sushi Land,144.9445328,-37.82092961,Cafes and Restaurants
1003,105673,67,Indoor,Melbourne (CBD),Bomba Tapas Bar and Rooftop,144.9692541,-37.81049305,Cafes and Restaurants
1005,105399,12,Indoor,Melbourne (CBD),Gami Chicken & Beer,144.957466,-37.81952934,Cafes and Restaurants
1006,102143,35,Indoor,Melbourne (CBD),Burger Project St. Collins Lane,144.9648999,-37.81536587,Cafes and Restaurants
1007,103525,354,Outdoor,North Melbourne,Sosta Cucina,144.9495689,-37.80483255,Cafes and Restaurants
1008,104080,105,Indoor,Melbourne (CBD),No 1 Delicious,144.9617628,-37.80816923,Cafes and Restaurants
1009,101175,53,Outdoor,Melbourne (CBD),Bluestones 520 Cafe,144.9583865,-37.81527349,Cafes and Restaurants
1010,109706,424,Indoor,West Melbourne (Residential),One Star Coffee Lounge,144.9513664,-37.80562951,Cafes and Restaurants
1013,108620,710,Indoor,Melbourne (Remainder),I Sushi ,144.9757194,-37.83548357,Cafes and Restaurants
1014,101178,53,Indoor,Melbourne (CBD),Original Sushi,144.9593794,-37.8150902,Cafes and Restaurants
1015,105964,46,Outdoor,Melbourne (CBD),Sarti Restaurant & Bar,144.9675807,-37.81390779,Cafes and Restaurants
1016,578320,6,Indoor,Melbourne (CBD),Crossbar Cafe,144.9699175,-37.81784465,Cafes and Restaurants
1017,106033,82,Indoor,Melbourne (CBD),The Workers Food Room,144.9555039,-37.81299012,Cafes and Restaurants
1018,108843,1,Outdoor,Melbourne (CBD),Vista Fiyme,144.9563969,-37.8213142,Cafes and Restaurants
1019,101199,56,Indoor,Melbourne (CBD),Melbourne Dae Jang Geum Korean BBQ,144.9658365,-37.81296443,Cafes and Restaurants
1021,108621,710,Outdoor,Melbourne (Remainder),Deja Vue,144.9760426,-37.83570366,Cafes and Restaurants
1022,108626,720,Outdoor,Melbourne (Remainder),Cafe 409,144.9767624,-37.8373358,Cafes and Restaurants
1023,108627,720,Indoor,Melbourne (Remainder),Rolld 417 St Kilda,144.9770428,-37.83774553,Cafes and Restaurants
1025,108024,257,Indoor,Carlton,Refuel Catering,144.9610023,-37.80395655,Cafes and Restaurants
1026,106087,254,Outdoor,Carlton,Mercadante Pizza,144.9660342,-37.80408996,Cafes and Restaurants
1028,105707,64,Indoor,Melbourne (CBD),Hawker Boys,144.9606809,-37.81303978,Cafes and Restaurants
1029,110151,13,Indoor,Melbourne (CBD),Shiraaz at CBD Fine Indian Cuisine,144.9599653,-37.81877654,Cafes and Restaurants
1030,111175,803,Indoor,Southbank,The Merrywell,144.9586604,-37.82312164,Cafes and Restaurants
1031,110690,113,Outdoor,Melbourne (CBD),Le Croissant Des Halles,144.9572395,-37.80745984,Cafes and Restaurants
1032,102079,25,Indoor,Melbourne (CBD),Om Vegetarian,144.9663304,-37.81584476,Cafes and Restaurants
1033,109668,644,Indoor,East Melbourne,East Side Story Bar + Cafe,144.9748871,-37.80862592,Cafes and Restaurants
1034,110006,607,Indoor,East Melbourne,Little Asian House,144.9873074,-37.81634891,Cafes and Restaurants
1035,110655,6,Indoor,Melbourne (CBD),Pilgrim,144.9689349,-37.81865919,Cafes and Restaurants
1036,102504,861,Indoor,South Yarra,Bacash,144.9819451,-37.83430009,Cafes and Restaurants
1037,110639,788,Indoor,Port Melbourne,KFC,144.918605,-37.8310487,Cafes and Restaurants
1039,110336,801,Outdoor,Southbank,The Bond Store Cafe,144.9638744,-37.82193589,Cafes and Restaurants
1040,109318,105,Indoor,Melbourne (CBD),Level 7 Cafe,144.9626932,-37.80826292,Cafes and Restaurants
1041,604119,1108,Indoor,Docklands,IGG International Buffet and Bar,144.9429888,-37.81938143,Cafes and Restaurants
1042,103525,354,Indoor,North Melbourne,Sosta Cucina,144.9495689,-37.80483255,Cafes and Restaurants
1043,102157,37,Indoor,Melbourne (CBD),Prix Fixe,144.9702813,-37.8139675,Cafes and Restaurants
1044,102125,33,Indoor,Melbourne (CBD),Benito's,144.9599965,-37.81679183,Cafes and Restaurants
1045,106249,252,Indoor,Carlton,Da Guido,144.9666832,-37.80403393,Cafes and Restaurants
1046,101789,25,Outdoor,Melbourne (CBD),Cafe Issus,144.9655966,-37.8166033,Cafes and Restaurants
1047,108068,43,Indoor,Melbourne (CBD),Lanai Restaurant & Bar,144.9606367,-37.81581152,Cafes and Restaurants
1048,599505,1103,Indoor,Docklands,Kollabo,144.947217,-37.81817241,Cafes and Restaurants
1049,603923,78,Indoor,Melbourne (CBD),Roll'd Lonsdale Street,144.9707325,-37.8091842,Cafes and Restaurants
1051,103957,11,Indoor,Melbourne (CBD),Grain Store,144.9566017,-37.81988484,Cafes and Restaurants
1052,105741,74,Indoor,Melbourne (CBD),Degani Bakery Cafe,144.9611344,-37.81200936,Cafes and Restaurants
1053,101158,42,Indoor,Melbourne (CBD),Piatti,144.9566688,-37.81651427,Cafes and Restaurants
1054,106056,87,Indoor,Melbourne (CBD),The League Of Honest Coffee,144.9684463,-37.80913993,Cafes and Restaurants
1055,578096,1105,Indoor,Docklands,Coffee Rush,144.9502584,-37.81864992,Cafes and Restaurants
1056,110708,72,Indoor,Melbourne (CBD),Kenny's Bakery Cafe ,144.9560169,-37.8134766,Cafes and Restaurants
1057,106132,206,Indoor,Carlton,Lygon Food Store,144.966868,-37.79929755,Cafes and Restaurants
1059,105390,42,Indoor,Melbourne (CBD),Shuji Sushi,144.956182,-37.8165272,Cafes and Restaurants
1061,105959,44,Indoor,Melbourne (CBD),Emilia Trattoria,144.9626388,-37.81528248,Cafes and Restaurants
1062,101116,48,Outdoor,Melbourne (CBD),Tuscan Bar Melbourne,144.9710404,-37.81217956,Cafes and Restaurants
1064,106871,212,Outdoor,Carlton,Fatayer Cafe,144.9690954,-37.79465838,Cafes and Restaurants
1066,110843,1101,Indoor,Docklands,Theobroma Chocolate Lounge ,144.951187,-37.81501701,Cafes and Restaurants
1067,108582,67,Indoor,Melbourne (CBD),Home Kitchen & Bar,144.9679947,-37.81132789,Cafes and Restaurants
1068,109318,105,Indoor,Melbourne (CBD),Chan Charlie Chan,144.9626932,-37.80826292,Cafes and Restaurants
1069,108506,904,Outdoor,Parkville,Primary Cafe,144.9586811,-37.78398214,Cafes and Restaurants
1070,604124,1108,Outdoor,Docklands,Southern China Style Cuisine,144.943969,-37.81927362,Cafes and Restaurants
1071,602997,47,Outdoor,Melbourne (CBD),Dumpling King,144.9701092,-37.81281453,Cafes and Restaurants
1072,111175,803,Indoor,Southbank,Emporio Dell Pasta,144.9586604,-37.82312164,Cafes and Restaurants
1073,105746,85,Indoor,Melbourne (CBD),Theobroma Chocolate Lounge,144.9630189,-37.81073331,Cafes and Restaurants
1074,602733,786,Outdoor,Port Melbourne,Felicci's,144.920988,-37.82600955,Cafes and Restaurants
1075,578096,1105,Indoor,Docklands,Cavallino Cafe,144.9502584,-37.81864992,Cafes and Restaurants
1076,105738,74,Outdoor,Melbourne (CBD),Hash Specialty Coffee And Roasters,144.9605306,-37.81240787,Cafes and Restaurants
1078,106435,13,Indoor,Melbourne (CBD),The Trust,144.9604206,-37.81864585,Cafes and Restaurants
1079,105304,51,Outdoor,Melbourne (CBD),King Jons,144.9551492,-37.81584127,Cafes and Restaurants
1080,102079,25,Outdoor,Melbourne (CBD),Three Drops Espresso,144.9663304,-37.81584476,Cafes and Restaurants
1081,102503,861,Indoor,South Yarra,Botanical Hotel,144.9816996,-37.83431735,Cafes and Restaurants
1084,103144,215,Outdoor,Carlton,Campos Coffee,144.96981,-37.79715068,Cafes and Restaurants
1085,110607,753,Outdoor,Southbank,Jarrah Restaurant & Bar,144.9671147,-37.82038777,Cafes and Restaurants
1086,578357,1109,Outdoor,Docklands,Fish Bar,144.9427543,-37.81473601,Cafes and Restaurants
1088,110606,753,Indoor,Southbank,Tutto bene,144.9662623,-37.82066923,Cafes and Restaurants
1089,101204,56,Indoor,Melbourne (CBD),Sushi Hotaru,144.9672768,-37.8124312,Cafes and Restaurants
1090,108097,74,Indoor,Melbourne (CBD),Red Cliff Chinese Restaurant,144.9599448,-37.81247811,Cafes and Restaurants
1093,110843,1101,Indoor,Docklands,Coffee Rush,144.951187,-37.81501701,Cafes and Restaurants
1094,110273,931,Outdoor,Parkville,Lakeside Bistro And Function Centre,144.9514349,-37.78428452,Cafes and Restaurants
1096,108642,760,Indoor,Melbourne (Remainder),Commodity Cafe,144.9790762,-37.84331737,Cafes and Restaurants
1097,103943,15,Indoor,Melbourne (CBD),Degraves Espresso,144.9654844,-37.81710105,Cafes and Restaurants
1099,108115,14,Indoor,Melbourne (CBD),Maha Bar & Grill,144.9625299,-37.81819275,Cafes and Restaurants
1100,106193,217,Outdoor,Carlton,Brunetti Carlton,144.9681789,-37.79803089,Cafes and Restaurants
1101,103327,15,Indoor,Melbourne (CBD),Melbourne Halal Food Centre ,144.9648816,-37.81729894,Cafes and Restaurants
1102,110443,740,Indoor,Southbank,Hungry Jack's,144.9638608,-37.82864999,Cafes and Restaurants
1103,609487,1105,Indoor,Docklands,Nine Elephants Thai Restaurant,144.9489519,-37.81914692,Cafes and Restaurants
1106,611786,1108,Indoor,Docklands,Hortus x Seven Seeds,144.9452948,-37.81711584,Cafes and Restaurants
1107,106114,206,Indoor,Carlton,Il Cantuccio Restaurant,144.9666464,-37.80043187,Cafes and Restaurants
1109,573401,1103,Indoor,Docklands,In a Rush,144.9493733,-37.81733574,Cafes and Restaurants
1110,105746,85,Indoor,Melbourne (CBD),Elles Naturally,144.9630189,-37.81073331,Cafes and Restaurants
1113,111175,803,Indoor,Southbank,Degani @ Crown ,144.9586604,-37.82312164,Cafes and Restaurants
1114,110679,113,Outdoor,Melbourne (CBD),Tribel Cafe,144.9572395,-37.80745984,Cafes and Restaurants
1115,616034,2524,Outdoor,Kensington,Fruits of Passion,144.9299933,-37.79392952,Cafes and Restaurants
1116,101237,58,Indoor,Melbourne (CBD),Sushi Masa,144.9725554,-37.8112354,Cafes and Restaurants
1117,108079,63,Indoor,Melbourne (CBD),Speck Cafe,144.9597543,-37.81355361,Cafes and Restaurants
1118,598987,753,Outdoor,Southbank,Ponyfish Island,144.9650858,-37.81968992,Cafes and Restaurants
1119,110438,746,Outdoor,Southbank,Cafe Clicquot,144.9662961,-37.83070462,Cafes and Restaurants
1120,105956,44,Indoor,Melbourne (CBD),In a Rush Espresso,144.9617411,-37.81560573,Cafes and Restaurants
1122,109493,114,Outdoor,Melbourne (CBD),Fine Food Corner,144.9583711,-37.80792152,Cafes and Restaurants
1123,111175,803,Indoor,Southbank,Lucky Chans,144.9586604,-37.82312164,Cafes and Restaurants
1124,108629,720,Outdoor,Melbourne (Remainder),Slater St Bench,144.9771931,-37.83854242,Cafes and Restaurants
1125,108646,724,Outdoor,Melbourne (Remainder),Cafe La Colline ,144.9798191,-37.8455379,Cafes and Restaurants
1127,105869,64,Indoor,Melbourne (CBD),Ciao Pizza Napoli Restaurant,144.9610735,-37.81359799,Cafes and Restaurants
1128,589841,76,Indoor,Melbourne (CBD),Squisito Bar,144.9657034,-37.810658,Cafes and Restaurants
1130,105698,65,Indoor,Melbourne (CBD),Nabe One,144.9638386,-37.81245199,Cafes and Restaurants
1131,101179,53,Indoor,Melbourne (CBD),CBD Bakery,144.9594641,-37.81506553,Cafes and Restaurants
1132,108582,67,Indoor,Melbourne (CBD),Ishiya Stonegrill,144.9679947,-37.81132789,Cafes and Restaurants
1133,105949,42,Indoor,Melbourne (CBD),Mr Fusion,144.956774,-37.81695942,Cafes and Restaurants
1136,105855,53,Indoor,Melbourne (CBD),Alibi Kitchen & Bar,144.9590443,-37.81456798,Cafes and Restaurants
1137,103814,377,Outdoor,North Melbourne,Flavour Cafe,144.954319,-37.7997297,Cafes and Restaurants
1139,102002,613,Indoor,East Melbourne,Square & Compass,144.9841154,-37.80970632,Cafes and Restaurants
1141,103187,64,Outdoor,Melbourne (CBD),Shanghai Street,144.9622831,-37.81321386,Cafes and Restaurants
1142,103526,354,Indoor,North Melbourne,Cafe Sabor,144.949581,-37.80489366,Cafes and Restaurants
1143,105938,33,Outdoor,Melbourne (CBD),Terrace Deli,144.95955,-37.81660734,Cafes and Restaurants
1146,105688,66,Indoor,Melbourne (CBD),Tsindos Greek Restaurant,144.9665765,-37.81128456,Cafes and Restaurants
1147,612820,52,Outdoor,Melbourne (CBD),Nashi,144.9573923,-37.81531863,Cafes and Restaurants
1149,110612,741,Outdoor,Southbank,Malthouse Kitchen,144.9669591,-37.8271278,Cafes and Restaurants
1151,101111,48,Outdoor,Melbourne (CBD),The Mess Hall,144.9717967,-37.81200666,Cafes and Restaurants
1152,631646,1102,Indoor,Docklands,Cafenatics,144.9467679,-37.81384049,Cafes and Restaurants
1155,664626,270,Indoor,Parkville,Egg Sake Bistro,144.9612468,-37.79739836,Cafes and Restaurants
1156,105659,58,Indoor,Melbourne (CBD),Ruyi,144.9715514,-37.81106615,Cafes and Restaurants
1158,103591,17,Indoor,Melbourne (CBD),Coco Latte Cafe,144.9720412,-37.81584246,Cafes and Restaurants
1159,101118,47,Outdoor,Melbourne (CBD),Heirloom ,144.9694638,-37.8130107,Cafes and Restaurants
1161,108631,759,Outdoor,Melbourne (Remainder),Cafe Promenade,144.9775355,-37.83909862,Cafes and Restaurants
1162,608590,1110,Indoor,Docklands,Buddy Bakery Cafe,144.9375906,-37.81187395,Cafes and Restaurants
1164,103176,34,Indoor,Melbourne (CBD),Subway,144.9634979,-37.81592157,Cafes and Restaurants
1165,106245,252,Indoor,Carlton,Mawal,144.9667447,-37.80359309,Cafes and Restaurants
1166,105746,85,Indoor,Melbourne (CBD),Chilli India,144.9630189,-37.81073331,Cafes and Restaurants
1167,102110,31,Indoor,Melbourne (CBD),Cafe Eurasia ,144.954944,-37.81850425,Cafes and Restaurants
1168,109307,85,Outdoor,Melbourne (CBD),D House Cafe,144.964105,-37.81088539,Cafes and Restaurants
1169,106216,218,Outdoor,Carlton,Cafe Trevi,144.9673485,-37.80004498,Cafes and Restaurants
1170,101176,53,Outdoor,Melbourne (CBD),Cafenatics ,144.9587607,-37.81494883,Cafes and Restaurants
1172,101248,257,Outdoor,Carlton,Cafe Tre Sette,144.9616994,-37.80322367,Cafes and Restaurants
1175,101110,48,Indoor,Melbourne (CBD),Sempre Pizza & Calzone,144.9719053,-37.8119837,Cafes and Restaurants
1177,101137,46,Indoor,Melbourne (CBD),Oh Deer,144.9665978,-37.81376503,Cafes and Restaurants
1178,620312,1110,Indoor,Docklands,LeCirque,144.9378299,-37.81315031,Cafes and Restaurants
1179,109395,66,Outdoor,Melbourne (CBD),Ghin Khao,144.9653591,-37.81218452,Cafes and Restaurants
1180,620308,1110,Outdoor,Docklands,Gloria Jean's Coffees Harbour Town,144.9378299,-37.81315031,Cafes and Restaurants
1182,109706,424,Outdoor,West Melbourne (Residential),One Star Coffee Lounge,144.9513664,-37.80562951,Cafes and Restaurants
1184,101204,56,Indoor,Melbourne (CBD),Sichuan Dining Room,144.9672768,-37.8124312,Cafes and Restaurants
1186,101165,41,Indoor,Melbourne (CBD),Kinfolk Cafe,144.9541004,-37.81721781,Cafes and Restaurants
1187,109652,620,Outdoor,East Melbourne,Hudsons Coffee Freemasons,144.9822638,-37.8094576,Cafes and Restaurants
1188,101227,58,Indoor,Melbourne (CBD),Self Preservation,144.9710755,-37.81166963,Cafes and Restaurants
1189,101180,53,Outdoor,Melbourne (CBD),Donatos Licensed Cafe Restaurant,144.9595998,-37.81486162,Cafes and Restaurants
1190,597190,803,Indoor,Southbank,Sho Noodles,144.9586604,-37.82312164,Cafes and Restaurants
1191,103914,18,Indoor,Melbourne (CBD),Fonda Flinders LAne,144.9732924,-37.81489476,Cafes and Restaurants
1193,104024,17,Indoor,Melbourne (CBD),Cafe Bisqui ,144.970543,-37.81627651,Cafes and Restaurants
1194,602733,786,Outdoor,Port Melbourne,Degani Bakery Cafe,144.920988,-37.82600955,Cafes and Restaurants
1196,560261,773,Indoor,Docklands,Hooks @ The Yarra,144.9476471,-37.82461477,Cafes and Restaurants
1199,105727,72,Outdoor,Melbourne (CBD),@ Rice On Lonsdale,144.9564217,-37.81365662,Cafes and Restaurants
1200,604125,1108,Indoor,Docklands,Mill & Bakery at Central Pier,144.9435654,-37.8165193,Cafes and Restaurants
1201,104014,15,Indoor,Melbourne (CBD),Sushi Ten,144.9665517,-37.81724878,Cafes and Restaurants
1203,612820,52,Indoor,Melbourne (CBD),Rock the Wok,144.9573923,-37.81531863,Cafes and Restaurants
1204,105838,56,Indoor,Melbourne (CBD),Westlake Restaurant,144.9669548,-37.812194,Cafes and Restaurants
1205,108077,63,Outdoor,Melbourne (CBD),Michelangelo,144.9598741,-37.81379647,Cafes and Restaurants
1206,104010,15,Outdoor,Melbourne (CBD),Grill'd ,144.9656264,-37.81760781,Cafes and Restaurants
1207,111282,52,Indoor,Melbourne (CBD),Slate Restaurant Bar,144.9573923,-37.81531863,Cafes and Restaurants
1208,111064,252,Indoor,Carlton,Killiney Kopitiam ,144.9666993,-37.80443778,Cafes and Restaurants
1209,574431,252,Indoor,Carlton,Grilled 118,144.9666993,-37.80443778,Cafes and Restaurants
1212,110413,812,Indoor,Southbank,5 Solars Restaurant,144.9666055,-37.82241845,Cafes and Restaurants
1214,105850,54,Indoor,Melbourne (CBD),Coffee 7,144.9613937,-37.81379622,Cafes and Restaurants
1216,619111,264,Indoor,Carlton,T-Square Club Cafe,144.9625116,-37.80619487,Cafes and Restaurants
1217,104095,114,Indoor,Melbourne (CBD),Sung's Kitchen,144.9589367,-37.80819713,Cafes and Restaurants
1218,102498,862,Indoor,South Yarra,Entrecote - Paris Steakhouse & Winebar,144.9804913,-37.83412547,Cafes and Restaurants
1220,108101,64,Outdoor,Melbourne (CBD),Cafe Shots Espresso Bar,144.960162,-37.81320274,Cafes and Restaurants
1221,108548,66,Indoor,Melbourne (CBD),Sweetie And Moustache Dessert Lounge,144.9672984,-37.81169847,Cafes and Restaurants
1222,105381,62,Indoor,Melbourne (CBD),Hibachi Japanese Grill ,144.955307,-37.81478641,Cafes and Restaurants
