,property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
634,103984,11,Indoor,Melbourne (CBD),Five66,144.9553465,-37.82072034,Cafes and Restaurants
635,110339,814,Indoor,Southbank,Alliance Catering,144.9670117,-37.8229657,Cafes and Restaurants
636,105746,85,Indoor,Melbourne (CBD),Ajisen Ramen,144.9630189,-37.81073331,Cafes and Restaurants
637,105085,413,Indoor,West Melbourne (Residential),Villanove Coffee,144.9430815,-37.80642484,Cafes and Restaurants
638,103591,17,Outdoor,Melbourne (CBD),Coco Latte Cafe,144.9720412,-37.81584246,Cafes and Restaurants
639,108646,724,Indoor,Melbourne (Remainder),Rosco's @ Chevron,144.9798191,-37.8455379,Cafes and Restaurants
641,578324,6,Indoor,Melbourne (CBD),Taxi Kitchen,144.9699175,-37.81784465,Cafes and Restaurants
644,103954,13,Outdoor,Melbourne (CBD),Cafenatics on Flinders,144.961389,-37.81825094,Cafes and Restaurants
645,105746,85,Indoor,Melbourne (CBD),Don Don Japanese Restaurant,144.9630189,-37.81073331,Cafes and Restaurants
646,109998,607,Outdoor,East Melbourne,The Grey Smith,144.9859889,-37.81609349,Cafes and Restaurants
647,101200,56,Indoor,Melbourne (CBD),Gloria Jean's Coffees,144.9662952,-37.81272047,Cafes and Restaurants
648,105726,72,Outdoor,Melbourne (CBD),Demi Tasse ,144.9560169,-37.8134766,Cafes and Restaurants
649,108973,1101,Indoor,Docklands,Southern Asian Cuisine,144.9523393,-37.81815358,Cafes and Restaurants
650,102069,27,Indoor,Melbourne (CBD),Il Solito Posto,144.9702598,-37.81468591,Cafes and Restaurants
651,573414,1108,Indoor,Docklands,Rhumba's At Nab,144.9451224,-37.81888389,Cafes and Restaurants
653,109365,245,Indoor,Carlton,Black Ball,144.9642823,-37.80131908,Cafes and Restaurants
655,103810,375,Outdoor,North Melbourne,Little Richard Pizza Bar,144.9558713,-37.80140031,Cafes and Restaurants
656,108093,84,Indoor,Melbourne (CBD),Water Flame ,144.9596748,-37.81181165,Cafes and Restaurants
657,110843,1101,Indoor,Docklands,Le Cirque Fine Foods,144.951187,-37.81501701,Cafes and Restaurants
658,110606,753,Indoor,Southbank,Pure South,144.9662623,-37.82066923,Cafes and Restaurants
659,625840,47,Indoor,Melbourne (CBD),Nashi,144.9701092,-37.81281453,Cafes and Restaurants
660,108625,710,Indoor,Melbourne (Remainder),Cafe Rosco,144.9762096,-37.836275,Cafes and Restaurants
661,110327,801,Indoor,Southbank,EAT,144.9638287,-37.82082512,Cafes and Restaurants
662,612820,52,Indoor,Melbourne (CBD),Brewer's Place,144.9573923,-37.81531863,Cafes and Restaurants
663,105746,85,Indoor,Melbourne (CBD),Gloria Jeans Level 2,144.9630189,-37.81073331,Cafes and Restaurants
665,100398,37,Indoor,Melbourne (CBD),Stokehouse Restaurant,144.9699104,-37.81401267,Cafes and Restaurants
666,108866,430,Outdoor,West Melbourne (Residential),Junie Moon's,144.9485541,-37.80875296,Cafes and Restaurants
667,106083,254,Outdoor,Carlton,I Love Istanbul,144.9659498,-37.80467681,Cafes and Restaurants
668,103942,15,Outdoor,Melbourne (CBD),Cafe Andiamo,144.9659028,-37.81706291,Cafes and Restaurants
669,612698,928,Outdoor,Parkville,Corner Cafe & Convenience Store,144.9391831,-37.77625457,Cafes and Restaurants
670,102092,24,Outdoor,Melbourne (CBD),The Overdraft Cafe,144.9624418,-37.81728432,Cafes and Restaurants
671,589841,76,Indoor,Melbourne (CBD),Gloria Jeans,144.9657034,-37.810658,Cafes and Restaurants
675,108622,710,Outdoor,Melbourne (Remainder),Earl Canteen,144.975942,-37.83587066,Cafes and Restaurants
677,623559,804,Indoor,Southbank,Melbourne Public,144.9523782,-37.82539976,Cafes and Restaurants
678,632898,1103,Outdoor,Docklands,Focaccino,144.9490176,-37.81792089,Cafes and Restaurants
680,103171,14,Indoor,Melbourne (CBD),Nando's,144.9643684,-37.81754524,Cafes and Restaurants
681,101229,58,Indoor,Melbourne (CBD),Pellegrinis Espresso Bar,144.9711634,-37.81165009,Cafes and Restaurants
682,105938,33,Outdoor,Melbourne (CBD),Two Fish Seafood Cafe,144.95955,-37.81660734,Cafes and Restaurants
684,575820,802,Indoor,Southbank,TGI Fridays Restaurant & Bar,144.962154,-37.82167834,Cafes and Restaurants
687,103184,54,Indoor,Melbourne (CBD),Captains of Industry,144.962548,-37.81354034,Cafes and Restaurants
690,105746,85,Indoor,Melbourne (CBD),Grill'd Healthy Burgers,144.9630189,-37.81073331,Cafes and Restaurants
692,101193,55,Indoor,Melbourne (CBD),Gekkazan,144.9632879,-37.81360425,Cafes and Restaurants
693,589841,76,Indoor,Melbourne (CBD),Movenpick Icecream,144.9657034,-37.810658,Cafes and Restaurants
696,104010,15,Outdoor,Melbourne (CBD),Il Tempo 2 Pasta,144.9656264,-37.81760781,Cafes and Restaurants
697,108539,56,Indoor,Melbourne (CBD),Nam Loong Seafood Restaurant,144.9675898,-37.81238088,Cafes and Restaurants
698,103520,354,Indoor,North Melbourne,KL Bunga Raya,144.9497225,-37.80435713,Cafes and Restaurants
699,105393,22,Indoor,Melbourne (CBD),Esspressino,144.9570349,-37.81863721,Cafes and Restaurants
700,578095,1105,Outdoor,Docklands,St. Brew,144.9508705,-37.81949297,Cafes and Restaurants
701,108067,33,Indoor,Melbourne (CBD),AKI Sushi ,144.9608476,-37.81614776,Cafes and Restaurants
702,108649,724,Indoor,Melbourne (Remainder),Epicure Kitchen Cafe,144.9802844,-37.84659007,Cafes and Restaurants
703,109303,85,Outdoor,Melbourne (CBD),Guzman Y Gomez Swanston Street,144.9642637,-37.8112271,Cafes and Restaurants
704,109996,618,Outdoor,East Melbourne,My Sushi Japanese Cafe,144.9848341,-37.81608793,Cafes and Restaurants
705,102507,861,Indoor,South Yarra,The Golden Triangle Restaurant,144.9822675,-37.8343508,Cafes and Restaurants
706,102141,35,Outdoor,Melbourne (CBD),Caffe Duomo,144.9645574,-37.81567229,Cafes and Restaurants
707,109418,26,Outdoor,Melbourne (CBD),La Vita Buona 'The Good Life' Cellar Bar Deli,144.9674304,-37.81584777,Cafes and Restaurants
708,101202,56,Indoor,Melbourne (CBD),Tim Ho Wan,144.9668768,-37.81259409,Cafes and Restaurants
709,609488,1105,Outdoor,Docklands,Platform 28,144.9498213,-37.81921015,Cafes and Restaurants
711,573414,1108,Indoor,Docklands,Banc Cafe,144.9451224,-37.81888389,Cafes and Restaurants
712,106434,57,Indoor,Melbourne (CBD),HuTong Dumpling Bar,144.9694578,-37.81187264,Cafes and Restaurants
713,617402,2392,Outdoor,North Melbourne,Cafe Innov-8,144.9414027,-37.79501722,Cafes and Restaurants
714,613006,802,Indoor,Southbank,Boccata,144.9622689,-37.82266873,Cafes and Restaurants
716,107486,435,Outdoor,West Melbourne (Residential),Hello Jose,144.9555843,-37.80619737,Cafes and Restaurants
717,108154,268,Indoor,Carlton,Epocha Restaurant,144.9685944,-37.80578725,Cafes and Restaurants
718,568593,413,Outdoor,West Melbourne (Residential),Tong Fu Garden Melbourne,144.9444471,-37.80624547,Cafes and Restaurants
720,573414,1108,Outdoor,Docklands,Sushi Wang,144.9451224,-37.81888389,Cafes and Restaurants
721,107875,262,Indoor,Carlton,QB's Cafe,144.9599256,-37.80440558,Cafes and Restaurants
722,110606,753,Indoor,Southbank,Artusi,144.9662623,-37.82066923,Cafes and Restaurants
725,101176,53,Indoor,Melbourne (CBD),Prime House,144.9587607,-37.81494883,Cafes and Restaurants
726,101172,52,Indoor,Melbourne (CBD),"The Attic, Artisan Bread And Cafe",144.9561073,-37.81571393,Cafes and Restaurants
728,104450,245,Indoor,Carlton,Rice Bar Not Only Rice,144.9651037,-37.80077102,Cafes and Restaurants
729,106094,254,Indoor,Carlton,The Dessert Box,144.9661056,-37.80373308,Cafes and Restaurants
730,108638,760,Indoor,Melbourne (Remainder),The Deck Cafe On St Kilda Road,144.978556,-37.8418809,Cafes and Restaurants
731,101100,852,Outdoor,Melbourne (Remainder),Jardin Tan,144.9803723,-37.83016988,Cafes and Restaurants
732,108654,751,Indoor,Southbank,The Queens Of Heart Cafe,144.9694673,-37.82446912,Cafes and Restaurants
733,103998,12,Outdoor,Melbourne (CBD),Shuji Sushi,144.9586012,-37.81946849,Cafes and Restaurants
734,573414,1108,Outdoor,Docklands,In A Rush 800,144.9451224,-37.81888389,Cafes and Restaurants
735,575820,802,Indoor,Southbank,Blossom Espresso ,144.962154,-37.82167834,Cafes and Restaurants
736,602997,47,Outdoor,Melbourne (CBD),Tower Shushi,144.9701092,-37.81281453,Cafes and Restaurants
737,105861,62,Indoor,Melbourne (CBD),Scugnizzo Ristorante ,144.9559421,-37.81491966,Cafes and Restaurants
738,104034,4,Outdoor,Melbourne (CBD),Pho Flinders,144.9654659,-37.81866105,Cafes and Restaurants
741,102685,218,Outdoor,Carlton,Doc Pizza & Mozarella Bar,144.9684438,-37.7989855,Cafes and Restaurants
742,103205,74,Indoor,Melbourne (CBD),Old Town White Cafe,144.9615988,-37.81155119,Cafes and Restaurants
744,102092,24,Outdoor,Melbourne (CBD),Cafenatics 367,144.9624418,-37.81728432,Cafes and Restaurants
745,102126,33,Indoor,Melbourne (CBD),Subway,144.9603119,-37.8169991,Cafes and Restaurants
746,103618,78,Outdoor,Melbourne (CBD),Tower Sushi,144.9699756,-37.80941489,Cafes and Restaurants
748,664636,270,Outdoor,Parkville,Tsubu Bar,144.9612468,-37.79739836,Cafes and Restaurants
749,101117,48,Indoor,Melbourne (CBD),The Grand Trailer Park Taverna,144.9709029,-37.812234,Cafes and Restaurants
750,108634,759,Outdoor,Melbourne (Remainder),Cafeteria Lounge,144.9780119,-37.84040713,Cafes and Restaurants
751,620313,1110,Indoor,Docklands,Nando's,144.9378299,-37.81315031,Cafes and Restaurants
752,578096,1105,Indoor,Docklands,Asuka Sushi,144.9502584,-37.81864992,Cafes and Restaurants
753,632898,1103,Indoor,Docklands,Sargon,144.9490176,-37.81792089,Cafes and Restaurants
756,631646,1102,Outdoor,Docklands,Cafenatics,144.9467679,-37.81384049,Cafes and Restaurants
757,106137,206,Outdoor,Carlton,Salonica Gyros Bar,144.9669104,-37.79905377,Cafes and Restaurants
759,110542,804,Indoor,Southbank,Studio Cofee,144.9523782,-37.82539976,Cafes and Restaurants
760,110679,113,Indoor,Melbourne (CBD),Gozleme Cafe,144.9572395,-37.80745984,Cafes and Restaurants
762,108955,101,Indoor,West Melbourne (Residential),Rej's Cafe & Kebabs,144.9511755,-37.81189101,Cafes and Restaurants
765,108646,724,Indoor,Melbourne (Remainder),Shuji Sushi,144.9798191,-37.8455379,Cafes and Restaurants
766,110708,72,Indoor,Melbourne (CBD),City Grill Room,144.9560169,-37.8134766,Cafes and Restaurants
767,599505,1103,Indoor,Docklands,Halyard Coffee,144.947217,-37.81817241,Cafes and Restaurants
769,603923,78,Outdoor,Melbourne (CBD),Shuji Sushi,144.9707325,-37.8091842,Cafes and Restaurants
770,110708,72,Outdoor,Melbourne (CBD),Mr Nice Guy,144.9560169,-37.8134766,Cafes and Restaurants
771,664626,270,Indoor,Parkville,Zambrero,144.9612468,-37.79739836,Cafes and Restaurants
772,104654,54,Outdoor,Melbourne (CBD),Big Boy BBQ,144.9612664,-37.81398752,Cafes and Restaurants
773,561698,81,Indoor,Melbourne (CBD),Angliss Restaurant ,144.9528962,-37.81327283,Cafes and Restaurants
775,573289,205,Indoor,Carlton,Toothpicks Cafe,144.9648536,-37.79944075,Cafes and Restaurants
776,110535,785,Indoor,Port Melbourne,Ocean View Cafe Port Melbourne,144.9052161,-37.82483593,Cafes and Restaurants
778,589462,790,Indoor,Port Melbourne,Sabre Cafe,144.9063359,-37.82797655,Cafes and Restaurants
780,107540,252,Indoor,Carlton,Michelino's Trattoria,144.9671858,-37.80324285,Cafes and Restaurants
781,573401,1103,Outdoor,Docklands,In a Rush,144.9493733,-37.81733574,Cafes and Restaurants
782,110765,24,Indoor,Melbourne (CBD),Yum Yum Dumplings,144.9638971,-37.81719967,Cafes and Restaurants
784,108154,268,Outdoor,Carlton,Epocha Restaurant,144.9685944,-37.80578725,Cafes and Restaurants
785,573401,1103,Indoor,Docklands,Mr Grazier,144.9493733,-37.81733574,Cafes and Restaurants
786,109309,85,Indoor,Melbourne (CBD),Simmer Huang,144.9640475,-37.81076317,Cafes and Restaurants
787,111175,803,Indoor,Southbank,Kitchen Workshop,144.9586604,-37.82312164,Cafes and Restaurants
788,109268,35,Outdoor,Melbourne (CBD),Om Vegetarian,144.9657774,-37.81507697,Cafes and Restaurants
789,109997,607,Indoor,East Melbourne,Il Duca Restaurant,144.9855915,-37.81618515,Cafes and Restaurants
790,616033,2524,Outdoor,Kensington,Couple Cinos,144.9300805,-37.79395787,Cafes and Restaurants
791,108653,752,Indoor,Southbank,Centro Espresso,144.9682264,-37.82094188,Cafes and Restaurants
792,102079,25,Indoor,Melbourne (CBD),Tako Sushi Japanses Cafe,144.9663304,-37.81584476,Cafes and Restaurants
795,102172,38,Outdoor,Melbourne (CBD),Egon's Conditorei Cafe and Bakery,144.9732575,-37.81314231,Cafes and Restaurants
796,599505,1103,Indoor,Docklands,Nawabs Palace,144.947217,-37.81817241,Cafes and Restaurants
797,104661,74,Outdoor,Melbourne (CBD),White Mojo,144.9603936,-37.81210735,Cafes and Restaurants
798,111305,255,Outdoor,Carlton,Queens Cafe,144.9642948,-37.80444614,Cafes and Restaurants
799,108653,752,Indoor,Southbank,Riverside Cafe,144.9682264,-37.82094188,Cafes and Restaurants
801,575820,802,Indoor,Southbank,Shuji Sushi,144.962154,-37.82167834,Cafes and Restaurants
803,105692,66,Indoor,Melbourne (CBD),Pacific BBQ Cafe ,144.9661427,-37.81144245,Cafes and Restaurants
805,102178,870,Outdoor,Melbourne (Remainder),My Serendipity Cafe,144.982664,-37.84633593,Cafes and Restaurants
806,108989,68,Outdoor,Melbourne (CBD),Cafe 201,144.9720594,-37.81012699,Cafes and Restaurants
807,109798,354,Outdoor,North Melbourne,The Sensible Sandwich Cafe,144.9505407,-37.80500905,Cafes and Restaurants
808,108235,226,Indoor,Carlton,Cure Bar & Eatery,144.9711319,-37.79547684,Cafes and Restaurants
810,102268,58,Indoor,Melbourne (CBD),Becco,144.9710142,-37.81143018,Cafes and Restaurants
811,103621,58,Outdoor,Melbourne (CBD),Locanda Italian Steakhouse,144.9706454,-37.81121462,Cafes and Restaurants
812,105937,33,Indoor,Melbourne (CBD),Cafe Intimo,144.9600859,-37.81638558,Cafes and Restaurants
814,103123,203,Outdoor,Carlton,Cafe Sua Da,144.9655339,-37.79670704,Cafes and Restaurants
815,106560,48,Indoor,Melbourne (CBD),San Telmo Restaurant,144.972451,-37.81221617,Cafes and Restaurants
816,103603,67,Indoor,Melbourne (CBD),Yamato Japanese Restaurant,144.9695849,-37.81067091,Cafes and Restaurants
817,109682,435,Indoor,West Melbourne (Residential),Nando's,144.9556037,-37.80606639,Cafes and Restaurants
819,108970,21,Indoor,Melbourne (CBD),Restaurant 1903,144.9548831,-37.81970047,Cafes and Restaurants
820,110679,113,Outdoor,Melbourne (CBD),Pizza @ QV,144.9572395,-37.80745984,Cafes and Restaurants
821,619111,264,Outdoor,Carlton,T-Square Club Cafe,144.9625116,-37.80619487,Cafes and Restaurants
822,107617,930,Indoor,Parkville,Orygen Soul Cafe,144.9477601,-37.78084548,Cafes and Restaurants
823,105867,63,Indoor,Melbourne (CBD),DANSK Restaurant,144.9597229,-37.81392392,Cafes and Restaurants
825,103978,131,Indoor,Docklands,Yarra Dragon,144.9536422,-37.82253633,Cafes and Restaurants
826,106154,207,Indoor,Carlton,Intersection Cafe,144.9672287,-37.79734681,Cafes and Restaurants
828,611568,615,Indoor,East Melbourne,GG Restaurant & Bar,144.9841619,-37.81229599,Cafes and Restaurants
829,103689,218,Outdoor,Carlton,Shakahari Vegetarian Restaurant,144.967803,-37.79900338,Cafes and Restaurants
830,504544,58,Outdoor,Melbourne (CBD),Red Pepper Indian Restaurant,144.972413,-37.81127672,Cafes and Restaurants
832,103292,125,Outdoor,Melbourne (CBD),Wing Loong Chinese Restaurant,144.9601828,-37.80671508,Cafes and Restaurants
833,106432,57,Indoor,Melbourne (CBD),Hofbrauhaus Restaurant ,144.9693353,-37.81160745,Cafes and Restaurants
834,101137,46,Outdoor,Melbourne (CBD),Salero Kito Padang Melbourne,144.9665978,-37.81376503,Cafes and Restaurants
835,617955,2540,Indoor,Kensington,Cheeky Brothers,144.9358418,-37.7914562,Cafes and Restaurants
838,107551,240,Outdoor,Carlton,Keiser Cafe,144.9592355,-37.80185711,Cafes and Restaurants
839,102061,28,Indoor,Melbourne (CBD),Sofi's Lounge,144.9726281,-37.81430616,Cafes and Restaurants
841,103704,217,Indoor,Carlton,Yo-Chi,144.9680207,-37.79844782,Cafes and Restaurants
842,108624,710,Outdoor,Melbourne (Remainder),McDonald's,144.976192,-37.83615254,Cafes and Restaurants
843,110327,801,Outdoor,Southbank,Ludlow Bar & Dining Room,144.9638287,-37.82082512,Cafes and Restaurants
844,108986,58,Outdoor,Melbourne (CBD),The European,144.9724291,-37.8109513,Cafes and Restaurants
845,101137,46,Indoor,Melbourne (CBD),Momo Station,144.9665978,-37.81376503,Cafes and Restaurants
846,108968,31,Outdoor,Melbourne (CBD),In Zone Cafe,144.9543659,-37.81818484,Cafes and Restaurants
849,104010,15,Indoor,Melbourne (CBD),Il Tempo 2 Pasta,144.9656264,-37.81760781,Cafes and Restaurants
850,105481,94,Indoor,Melbourne (CBD),The Basement @ 350 La Trobe,144.9592776,-37.81067976,Cafes and Restaurants
852,109263,15,Indoor,Melbourne (CBD),Tasty Indian Restaurant,144.9667041,-37.81674222,Cafes and Restaurants
853,601815,1109,Indoor,Docklands,Aree Thai,144.9401994,-37.81427742,Cafes and Restaurants
855,105299,41,Indoor,Melbourne (CBD),Bergerac Restaurant,144.9555039,-37.81708323,Cafes and Restaurants
856,109953,66,Indoor,Melbourne (CBD),Hot Space,144.9669365,-37.81150382,Cafes and Restaurants
857,106252,267,Outdoor,Carlton,Artee Cafe,144.9664413,-37.80566982,Cafes and Restaurants
858,588500,97,Outdoor,Melbourne (CBD),Blu Point Caffe,144.9664575,-37.80822377,Cafes and Restaurants
859,578325,6,Outdoor,Melbourne (CBD),Il Pom Italian,144.9699175,-37.81784465,Cafes and Restaurants
860,106560,48,Indoor,Melbourne (CBD),Mr Big Stuff,144.972451,-37.81221617,Cafes and Restaurants
862,102117,32,Indoor,Melbourne (CBD),O-Bento,144.9574732,-37.81753383,Cafes and Restaurants
864,111175,803,Indoor,Southbank,Man Tong Kitchen,144.9586604,-37.82312164,Cafes and Restaurants
866,110542,804,Indoor,Southbank,Gasolina,144.9523782,-37.82539976,Cafes and Restaurants
867,611393,1,Indoor,Melbourne (CBD),Northbanc Cafe,144.9572299,-37.82088351,Cafes and Restaurants
868,103968,27,Indoor,Melbourne (CBD),Blue Bag,144.9715746,-37.81501535,Cafes and Restaurants
869,101219,57,Indoor,Melbourne (CBD),Ramen Ya On Bourke,144.9697778,-37.81170307,Cafes and Restaurants
870,103943,15,Outdoor,Melbourne (CBD),Xpressomondo,144.9654844,-37.81710105,Cafes and Restaurants
871,101231,58,Outdoor,Melbourne (CBD),Cafe On Bourke,144.971689,-37.81137728,Cafes and Restaurants
872,601809,1109,Outdoor,Docklands,Goldleaf BBQ Cuisine,144.9390269,-37.81517782,Cafes and Restaurants
874,104661,74,Outdoor,Melbourne (CBD),Bowert to Williamsburg,144.9603936,-37.81210735,Cafes and Restaurants
875,108973,1101,Indoor,Docklands,Hungry Jack's,144.9523393,-37.81815358,Cafes and Restaurants
876,110988,804,Indoor,Southbank,Meat Market South Wharf,144.9503336,-37.82409303,Cafes and Restaurants
877,103413,345,Outdoor,North Melbourne,Agraba,144.9492052,-37.803603,Cafes and Restaurants
878,106120,206,Outdoor,Carlton,Cafe Corretto,144.966741,-37.80004558,Cafes and Restaurants
880,105945,31,Indoor,Melbourne (CBD),Suri Suri / By Korea Southern Cross,144.9549054,-37.81802782,Cafes and Restaurants
881,108114,14,Indoor,Melbourne (CBD),Cafe 34,144.9624375,-37.81798973,Cafes and Restaurants
882,103142,215,Indoor,Carlton,Nora,144.9693917,-37.79713752,Cafes and Restaurants
883,108054,807,Indoor,Southbank,Mesh/Tonic Bar,144.9597768,-37.8238538,Cafes and Restaurants
884,109303,85,Indoor,Melbourne (CBD),Starbucks ,144.9642637,-37.8112271,Cafes and Restaurants
885,101202,56,Indoor,Melbourne (CBD),Blackball at Chinatown,144.9668768,-37.81259409,Cafes and Restaurants
886,111305,255,Indoor,Carlton,Queens Cafe,144.9642948,-37.80444614,Cafes and Restaurants
888,103954,13,Indoor,Melbourne (CBD),Cafenatics on Flinders,144.961389,-37.81825094,Cafes and Restaurants
889,101187,54,Outdoor,Melbourne (CBD),Ohsso,144.9617562,-37.81416355,Cafes and Restaurants
890,103407,345,Indoor,North Melbourne,Wonky Trolley,144.9490476,-37.80390823,Cafes and Restaurants
891,589841,76,Outdoor,Melbourne (CBD),Hanaichi,144.9657034,-37.810658,Cafes and Restaurants
892,110759,83,Outdoor,Melbourne (CBD),The Mint Bar & Restaurant,144.9573609,-37.81209045,Cafes and Restaurants
894,103604,67,Indoor,Melbourne (CBD),Dumpling Sisters,144.9695404,-37.81058325,Cafes and Restaurants
895,109699,424,Indoor,West Melbourne (Residential),In Season Thai Cuisine,144.9519704,-37.80566937,Cafes and Restaurants
896,108629,720,Outdoor,Melbourne (Remainder),Japan Inn Gourmet Sushi,144.9771931,-37.83854242,Cafes and Restaurants
897,602997,47,Indoor,Melbourne (CBD),Dumpling King,144.9701092,-37.81281453,Cafes and Restaurants
899,102238,375,Indoor,North Melbourne,Akita Japanese Restaurant,144.9544611,-37.80204173,Cafes and Restaurants
902,105985,95,Indoor,Melbourne (CBD),Spice Up Hot Pot Dips ,144.9622513,-37.80929555,Cafes and Restaurants
903,101785,66,Indoor,Melbourne (CBD),Heyday Hong Kong Cafe,144.9663726,-37.81181046,Cafes and Restaurants
905,103908,931,Indoor,Parkville,Subway,144.9501914,-37.79382016,Cafes and Restaurants
906,620791,270,Outdoor,Parkville,The Potter Espresso Bar,144.9612468,-37.79739836,Cafes and Restaurants
907,104013,15,Indoor,Melbourne (CBD),Flora Indian Restaurant,144.9663532,-37.81733219,Cafes and Restaurants
908,110606,753,Indoor,Southbank,Lindt Chocolat Cafe,144.9662623,-37.82066923,Cafes and Restaurants
909,109402,56,Indoor,Melbourne (CBD),Fat Oma,144.9656117,-37.81278915,Cafes and Restaurants
910,573290,205,Outdoor,Carlton,E Dumpling,144.9647653,-37.79899938,Cafes and Restaurants
911,103980,1112,Outdoor,Docklands,Bababoi,144.9525486,-37.82290352,Cafes and Restaurants
912,109996,618,Outdoor,East Melbourne,Laurent - Boulangerie Patisserie,144.9848341,-37.81608793,Cafes and Restaurants
913,108104,54,Indoor,Melbourne (CBD),Kenny's Bakery Cafe,144.9606804,-37.81402844,Cafes and Restaurants
914,106101,246,Indoor,Carlton,Stuzzichino,144.9664569,-37.80171819,Cafes and Restaurants
916,627740,270,Outdoor,Parkville,Shanti Bhagwan Cafe,144.9612468,-37.79739836,Cafes and Restaurants
917,613006,802,Outdoor,Southbank,Boccata,144.9622689,-37.82266873,Cafes and Restaurants
918,601810,1109,Outdoor,Docklands,James Squire,144.9390269,-37.81517782,Cafes and Restaurants
920,110763,24,Indoor,Melbourne (CBD),Mensousai Mugen,144.9636498,-37.81686635,Cafes and Restaurants
922,602733,786,Indoor,Port Melbourne,Black Jack Cafe,144.920988,-37.82600955,Cafes and Restaurants
923,103842,353,Indoor,North Melbourne,Refs Cafe,144.9484238,-37.79508314,Cafes and Restaurants
924,107766,68,Indoor,Melbourne (CBD),Rosa's Kitchen,144.9710753,-37.81036225,Cafes and Restaurants
925,625840,47,Outdoor,Melbourne (CBD),Kenny's Bakery Cafe,144.9701092,-37.81281453,Cafes and Restaurants
926,105679,67,Outdoor,Melbourne (CBD),Yes Cafe,144.96853,-37.81098009,Cafes and Restaurants
927,632898,1103,Outdoor,Docklands,Salud Espresso Bar,144.9490176,-37.81792089,Cafes and Restaurants
928,111283,52,Outdoor,Melbourne (CBD),Tadka Boom,144.9573923,-37.81531863,Cafes and Restaurants
929,101113,48,Outdoor,Melbourne (CBD),Spaghetti Tree ,144.9715659,-37.81212537,Cafes and Restaurants
930,109435,66,Indoor,Melbourne (CBD),Shanghai Dumpling Restaurant,144.9654386,-37.8118662,Cafes and Restaurants
931,110435,748,Outdoor,Southbank,Humbaba,144.9695681,-37.83002436,Cafes and Restaurants
932,104660,64,Indoor,Melbourne (CBD),Amigos Hardware Lane,144.9608667,-37.8131434,Cafes and Restaurants
933,110690,113,Outdoor,Melbourne (CBD),Cafe Victoria,144.9572395,-37.80745984,Cafes and Restaurants
934,560004,1109,Indoor,Docklands,Medici Cafe Bar Restaurant,144.942139,-37.81434525,Cafes and Restaurants
935,110671,113,Outdoor,Melbourne (CBD),Market Lane Cafe,144.9572395,-37.80745984,Cafes and Restaurants
936,110535,785,Indoor,Port Melbourne,Pier 35 Bar & Grill,144.9052161,-37.82483593,Cafes and Restaurants
937,597186,44,Indoor,Melbourne (CBD),Black Velvet Galleria,144.9629442,-37.81491502,Cafes and Restaurants
939,616049,2524,Indoor,Kensington,The Corner On Bellair ,144.9299154,-37.79353782,Cafes and Restaurants
940,110542,804,Outdoor,Southbank,Gasolina,144.9523782,-37.82539976,Cafes and Restaurants
941,109415,46,Outdoor,Melbourne (CBD),L'Incontro,144.9662921,-37.81430553,Cafes and Restaurants
942,101204,56,Indoor,Melbourne (CBD),Kaneda Japanese Restaurant,144.9672768,-37.8124312,Cafes and Restaurants
943,108074,53,Indoor,Melbourne (CBD),Queen Street Rescue,144.9599687,-37.81428585,Cafes and Restaurants
944,110858,88,Outdoor,Melbourne (CBD),Lost Angel Bar & Restaurant ,144.9710147,-37.80814522,Cafes and Restaurants
945,641556,61,Indoor,Melbourne (CBD),Pho 24,144.9535531,-37.8153588,Cafes and Restaurants
946,603923,78,Indoor,Melbourne (CBD),Olivino @ Urban Workshop ,144.9707325,-37.8091842,Cafes and Restaurants
947,603923,78,Indoor,Melbourne (CBD),Urban Table Expresso,144.9707325,-37.8091842,Cafes and Restaurants
948,110606,753,Indoor,Southbank,Bear Brass,144.9662623,-37.82066923,Cafes and Restaurants
949,106189,217,Indoor,Carlton,Trotters Restaurant,144.9677565,-37.79763393,Cafes and Restaurants
950,102169,38,Outdoor,Melbourne (CBD),Paris End Cafe,144.9728919,-37.81330535,Cafes and Restaurants
951,110095,42,Indoor,Melbourne (CBD),Brioche by Philip,144.9578132,-37.81636534,Cafes and Restaurants
952,576024,1104,Indoor,Docklands,The Spice Den,144.9479753,-37.81925128,Cafes and Restaurants
954,102063,28,Outdoor,Melbourne (CBD),Asian Pavillion ,144.9726281,-37.81430616,Cafes and Restaurants
955,103415,345,Outdoor,North Melbourne,Errol's Cafe,144.9490835,-37.80345572,Cafes and Restaurants
957,103620,68,Indoor,Melbourne (CBD),Kuni's Japanese Restaurant,144.9704962,-37.81055707,Cafes and Restaurants
958,102057,28,Indoor,Melbourne (CBD),Signature Coffee,144.9737201,-37.81372701,Cafes and Restaurants
959,106083,254,Indoor,Carlton,I Love Istanbul,144.9659498,-37.80467681,Cafes and Restaurants
963,110988,804,Indoor,Southbank,Charlie Lovett,144.9503336,-37.82409303,Cafes and Restaurants
964,110095,42,Outdoor,Melbourne (CBD),Pok Pok Junior,144.9578132,-37.81636534,Cafes and Restaurants
965,105937,33,Indoor,Melbourne (CBD),Marrakech Bar,144.9600859,-37.81638558,Cafes and Restaurants
966,104453,243,Indoor,Carlton,Animal Orchestra,144.9634206,-37.80059737,Cafes and Restaurants
